phase,control,rounds,job_id,bit_index,trials,ones,one_probability,ideal_probability,exact_p,ci_lower,ci_upper,within_job_bh_q,global_bh_q
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,84,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,85,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,86,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,87,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,88,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,89,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,90,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,91,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,92,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,93,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,94,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,95,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,96,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,97,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,98,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,99,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,100,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,101,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,102,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,103,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,104,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,105,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,106,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,107,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,108,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,109,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,110,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,111,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,112,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,113,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,114,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,115,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,116,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,117,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,118,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,119,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,120,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,121,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,122,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,123,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,124,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,125,160000,160000,1.0,0.5,0.0,0.9999769447691877,1.0,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,126,160000,160000,1.0,0.5,0.0,0.9999769447691877,1.0,0.0,0.0
calibration,hespn,4,bytepos_ab15_db15_a07_d10_off+00,127,160000,83489,0.52180625,0.5,3.740341882583374e-68,0.5193551245235093,0.5242565852231316,3.892388300574568e-68,2.0680939998733125e-67
calibration,hespn,4,value_b00_a07_d10,0,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,1,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,2,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,3,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,4,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,5,160000,160000,1.0,0.5,0.0,0.9999769447691877,1.0,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,6,160000,160000,1.0,0.5,0.0,0.9999769447691877,1.0,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,7,160000,83082,0.5192625,0.5,1.4152410239535055e-53,0.5168109083033288,0.5217133936284591,1.4377051671908626e-53,7.659655436196562e-53
calibration,hespn,4,value_b00_a07_d10,8,160000,76889,0.48055625,0.5,1.4841956055385207e-54,0.4781053940563734,0.48300781058031034,1.5320728831365375e-54,8.047033004261093e-54
calibration,hespn,4,value_b00_a07_d10,9,160000,76646,0.4790375,0.5,4.048621943975904e-63,0.47658697251014503,0.4814887871658204,4.2477344985976697e-63,2.2217518063404747e-62
calibration,hespn,4,value_b00_a07_d10,10,160000,76590,0.4786875,0.5,3.490960689333417e-65,0.4762370514161537,0.4811387209437663,3.692917092848573e-65,1.9212166316073553e-64
calibration,hespn,4,value_b00_a07_d10,11,160000,76946,0.4809125,0.5,1.2239337347446529e-52,0.478461570292341,0.48336412143389895,1.2335710082465793e-52,6.607951552083609e-52
calibration,hespn,4,value_b00_a07_d10,12,160000,77163,0.48226875,0.5,1.1512903674256996e-45,0.47981755087569583,0.48472059170027376,1.1512903674256996e-45,6.159463616739375e-45
calibration,hespn,4,value_b00_a07_d10,13,160000,76911,0.48069375,0.5,8.227578433930725e-54,0.47824286543833794,0.48314533421536726,8.425040316345063e-54,4.456121464921577e-53
calibration,hespn,4,value_b00_a07_d10,14,160000,76726,0.4795375,0.5,3.143658622221667e-60,0.47708686187518273,0.4819888796808507,3.2714496231249867e-60,1.7183842148514166e-59
calibration,hespn,4,value_b00_a07_d10,15,160000,67793,0.42370625,0.5,0.0,0.4212832596758199,0.42613200524253947,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,16,160000,66559,0.41599375,0.5,0.0,0.41357703672010826,0.4184135077157841,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,17,160000,65415,0.40884375,0.5,0.0,0.4064333994301796,0.411257404140551,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,18,160000,65491,0.40931875,0.5,0.0,0.40690796043497124,0.4117328259203963,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,19,160000,66425,0.41515625,0.5,0.0,0.4127402548850649,0.4175753199038526,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,20,160000,65917,0.41198125,0.5,0.0,0.4095680427534821,0.41439764710554383,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,21,160000,65741,0.41088125,0.5,0.0,0.4084690327668032,0.4132966969591949,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,22,160000,66384,0.4149,0.5,0.0,0.41248422605663315,0.41731885801941326,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,23,160000,37187,0.23241875,0.5,0.0,0.23035089003260079,0.2344963100406168,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,24,160000,36688,0.2293,0.5,0.0,0.22724195701524,0.23136785620846062,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,25,160000,36998,0.2312375,0.5,0.0,0.229173339564287,0.23331140336499562,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,26,160000,36312,0.22695,0.5,0.0,0.2248994600133289,0.22901043847308336,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,27,160000,37074,0.2317125,0.5,0.0,0.22964684918735967,0.23378787650871924,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,28,160000,37096,0.23185,0.5,0.0,0.22978391844955245,0.23392580225798681,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,29,160000,36890,0.2305625,0.5,0.0,0.22850046381365693,0.23263430360509488,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,30,160000,36137,0.22585625,0.5,0.0,0.22380923343280623,0.22791320473795904,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,31,160000,33342,0.2083875,0.5,0.0,0.20639954745174716,0.2103860246198895,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,32,160000,33886,0.2117875,0.5,0.0,0.20978762964233577,0.2137978190377831,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,33,160000,32959,0.20599375,0.5,0.0,0.2040143146781599,0.20798384427072655,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,34,160000,33154,0.2072125,0.5,0.0,0.20522871505702509,0.2092068996588796,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,35,160000,33088,0.2068,0.5,0.0,0.20481768416819648,0.20879294551876848,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,36,160000,33745,0.21090625,0.5,0.0,0.2089094485518063,0.2129135321096499,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,37,160000,33752,0.21095,0.5,0.0,0.2089530458645826,0.212957433209137,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,38,160000,33149,0.20718125,0.5,0.0,0.20519757624364265,0.20917553960642957,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,39,160000,63594,0.3974625,0.5,0.0,0.3950633665232411,0.3998653495417969,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,40,160000,64136,0.40085,0.5,0.0,0.3984473872306872,0.4032562060590288,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,41,160000,63801,0.39875625,0.5,0.0,0.3963557735877658,0.4011603955869547,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,42,160000,63487,0.39679375,0.5,0.0,0.3943953175545574,0.3991959227485255,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,43,160000,63688,0.39805,0.5,0.0,0.39565025452114977,0.4004534402506832,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,44,160000,63512,0.39695,0.5,0.0,0.39455140334349037,0.3993523312964945,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,45,160000,64317,0.40198125,0.5,0.0,0.39957750195251934,0.40438855033678917,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,46,160000,64063,0.40039375,0.5,0.0,0.3979915988733229,0.40279951095249805,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,47,160000,57598,0.3599875,0.5,0.0,0.35763499030459184,0.36234508406411403,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,48,160000,58596,0.366225,0.5,0.0,0.3638636769459975,0.36859117133023295,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,49,160000,57942,0.3621375,0.5,0.0,0.35978190400572413,0.3644980924307685,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,50,160000,57809,0.36130625,0.5,0.0,0.35895184119652035,0.3636656853706725,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,51,160000,57756,0.360975,0.5,0.0,0.3586210664145516,0.363333972159636,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,52,160000,56970,0.3560625,0.5,0.0,0.3537157567974374,0.3584144598443782,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,53,160000,57525,0.35953125,0.5,0.0,0.3571794018248288,0.361888189081892,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,54,160000,57472,0.3592,0.5,0.0,0.35684863355246693,0.36155646936132246,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,55,160000,31708,0.198175,0.5,0.0,0.19622413141279077,0.2001368113303155,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,56,160000,32929,0.20580625,0.5,0.0,0.20382748628755495,0.20779567946648744,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,57,160000,31704,0.19815,0.5,0.0,0.19619922462200906,0.20011171902857808,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,58,160000,32225,0.20140625,0.5,0.0,0.1994434352480373,0.2033798902067433,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,59,160000,32461,0.20288125,0.5,0.0,0.20091304819643596,0.204860223720913,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,60,160000,32714,0.2044625,0.5,0.0,0.2024885685994923,0.20644714592547947,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,61,160000,31991,0.19994375,0.5,0.0,0.19798631743788941,0.20191206110203283,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,62,160000,32460,0.202875,0.5,0.0,0.20090682093623718,0.20485395120796238,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,63,160000,29194,0.1824625,0.5,0.0,0.18057267187500353,0.1843638413106055,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,64,160000,29153,0.18220625,0.5,0.0,0.18031745950780828,0.18410656298257813,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,65,160000,28623,0.17889375,0.5,0.0,0.17701849952031595,0.1807806432564345,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,66,160000,28719,0.17949375,0.5,0.0,0.17761602943318733,0.18138309155513319,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,67,160000,29168,0.1823,0.5,0.0,0.1804108297239492,0.1842006893622439,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,68,160000,29701,0.18563125,0.5,0.0,0.18372870533002936,0.1875451927985988,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,69,160000,29083,0.18176875,0.5,0.0,0.17988173430923088,0.18366730406748985,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,70,160000,29188,0.182425,0.5,0.0,0.18053532363644462,0.18432619091083566,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,71,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,72,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,73,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,74,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,75,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,76,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,77,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,78,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,79,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,80,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,81,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,82,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,83,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,84,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,85,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,86,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,87,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,88,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,89,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,90,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,91,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,92,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,93,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,94,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,95,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,96,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,97,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,98,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,99,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,100,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,101,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,102,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,103,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,104,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,105,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,106,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,107,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,108,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,109,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,110,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,111,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,112,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,113,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,114,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,115,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,116,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,117,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,118,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,119,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,120,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,121,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,122,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,123,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,124,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,125,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,126,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a07_d10,127,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,0,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,1,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,2,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,3,160000,0,0.0,0.5,0.0,0.0,2.3055230812293166e-05,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,4,160000,160000,1.0,0.5,0.0,0.9999769447691877,1.0,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,5,160000,160000,1.0,0.5,0.0,0.9999769447691877,1.0,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,6,160000,160000,1.0,0.5,0.0,0.9999769447691877,1.0,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,7,160000,83475,0.52171875,0.5,1.27109940499306e-67,0.519267607430595,0.5241691054870353,1.2912755860246959e-67,7.018003903915672e-67
calibration,hespn,4,value_b00_a0F_dF0,8,160000,76471,0.47794375,0.5,1.1048195015745556e-69,0.4754934730883484,0.48039482622498153,1.140458840335025e-69,6.12194355850836e-69
calibration,hespn,4,value_b00_a0F_dF0,9,160000,76397,0.47748125,0.5,1.4714708917608806e-72,0.47503108258399096,0.4799322334902876,1.5312867816698595e-72,8.177204376789843e-72
calibration,hespn,4,value_b00_a0F_dF0,10,160000,76357,0.47723125,0.5,3.878613819922927e-74,0.47478114264625376,0.4796821824879984,4.069365319263398e-74,2.160098197027417e-73
calibration,hespn,4,value_b00_a0F_dF0,11,160000,76827,0.48016875,0.5,1.114753281126821e-56,0.4777179757062963,0.48262024297332856,1.114753281126821e-56,6.061101025878928e-56
calibration,hespn,4,value_b00_a0F_dF0,12,160000,76585,0.47865625,0.5,2.2749602172888063e-65,0.4762058085198679,0.4811074649725481,2.2928732898658834e-65,1.2524512163998589e-64
calibration,hespn,4,value_b00_a0F_dF0,13,160000,76520,0.47825,0.5,8.216461606333056e-68,0.4757996517414357,0.4807011364734302,8.413656684885049e-68,4.54137640422007e-67
calibration,hespn,4,value_b00_a0F_dF0,14,160000,76252,0.476575,0.5,2.296258997821664e-78,0.4741250532329542,0.4790257956837339,2.4291004274477107e-78,1.2839657155639155e-77
calibration,hespn,4,value_b00_a0F_dF0,15,160000,67480,0.42175,0.5,0.0,0.41932854448925055,0.42417429132745205,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,16,160000,66800,0.4175,0.5,0.0,0.4150820131478872,0.41992097669797956,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,17,160000,64980,0.406125,0.5,0.0,0.4037172068966232,0.408536195209729,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,18,160000,65119,0.40699375,0.5,0.0,0.40458513138420693,0.40940573923599044,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,19,160000,66042,0.4127625,0.5,0.0,0.4103485971695437,0.4151795643749228,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,20,160000,65737,0.41085625,0.5,0.0,0.40844405541169493,0.4132716752203717,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,21,160000,65823,0.41139375,0.5,0.0,0.4089810699629966,0.4138096411886061,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,22,160000,66263,0.41414375,0.5,0.0,0.41172863270413285,0.4165619787802957,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,23,160000,36985,0.23115625,0.5,0.0,0.2290923448662916,0.23322990101078628,0.0,0.0
calibration,hespn,4,value_b00_a0F_dF0,24,160000,36477,0.22798125,0.5,0.0,0.22592740619863733,0.23004495487163137,0.0,0.0
