phase,control,rounds,job_id,byte_index,trials,nonzero,nonzero_probability,ideal_probability,exact_p,ci_lower,ci_upper,within_job_bh_q,global_bh_q
calibration,hespn,8,bit_a019_d019_off+000,4,159999,149411,0.9338245864036651,0.99609375,0.0,0.9325955163769859,0.9350379078405769,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,5,159999,153139,0.9571247320295752,0.99609375,0.0,0.9561206839042338,0.9581121729786268,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,6,159999,147076,0.9192307451921574,0.99609375,0.0,0.9178848766391183,0.9205613994535455,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,7,159999,139118,0.8694929343308395,0.99609375,0.0,0.8678325220325357,0.8711399452891547,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,8,159999,148247,0.9265495409346308,0.99609375,0.0,0.9252604053571502,0.927823194487091,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,9,159999,145450,0.9090681816761355,0.99609375,0.0,0.907648846325602,0.9104726739419684,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,10,159999,148719,0.929499559372246,0.99609375,0.0,0.9282343098678014,0.9307492188182173,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,11,159999,150668,0.9416808855055344,0.99609375,0.0,0.9405214567995838,0.9428242771271054,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,12,159999,152314,0.9519684498028113,0.99609375,0.0,0.9509093402850287,0.9530111430548884,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,13,159999,151722,0.9482684266776668,0.99609375,0.0,0.9471718941850642,0.9493486795063968,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,14,159999,148890,0.9305683160519753,0.99609375,0.0,0.9293118751196732,0.9318091277677647,0.0,0.0
calibration,hespn,8,bit_a019_d019_off+000,15,159999,150784,0.9424058900368127,0.99609375,0.0,0.9412531684343669,0.9435425478912036,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,0,160000,110938,0.6933625,0.99609375,0.0,0.6910965498960703,0.6956214417060449,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,1,160000,113576,0.70985,0.99609375,0.0,0.7076193536437563,0.7120730401483301,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,2,160000,106558,0.6659875,0.99609375,0.0,0.6636703698170733,0.6682986142343895,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,3,160000,91853,0.57408125,0.99609375,0.0,0.5716538858983395,0.5765059293683742,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,4,160000,105318,0.6582375,0.99609375,0.0,0.6559074947060731,0.6605617702890648,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,5,160000,159544,0.99715,0.99609375,1.4145307620360394e-12,0.9968764394324334,0.9974052907955371,1.4145307620360394e-12,5.4645856400587444e-12
calibration,hespn,8,bit_a044_d044_off+000,6,160000,108206,0.6762875,0.99609375,0.0,0.6739885688146418,0.678580041838317,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,7,160000,98418,0.6151125,0.99609375,0.0,0.6127231637488303,0.6174976644136685,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,8,160000,105363,0.65851875,0.99609375,0.0,0.6561891998207814,0.6608425549789829,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,9,160000,90372,0.564825,0.99609375,0.0,0.5623914417078526,0.5672562090194573,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,10,160000,94376,0.58985,0.99609375,0.0,0.5874351915581675,0.5922615522133113,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,11,160000,90668,0.566675,0.99609375,0.0,0.5642426106354371,0.5691049730454166,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,12,160000,94491,0.59056875,0.99609375,0.0,0.5881545745249319,0.592979643197021,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,13,160000,85506,0.5344125,0.99609375,0.0,0.5319646244260408,0.5368591284700737,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,14,160000,87576,0.54735,0.99609375,0.0,0.5449070909043882,0.5497911931324587,0.0,0.0
calibration,hespn,8,bit_a044_d044_off+000,15,160000,99149,0.61968125,0.99609375,0.0,0.6172972382919459,0.622060924275584,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,0,160000,146405,0.91503125,0.99609375,0.0,0.9136543254362255,0.9163931138305147,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,1,160000,133779,0.83611875,0.99609375,0.0,0.8342957498881747,0.8379295620585209,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,2,160000,147256,0.92035,0.99609375,0.0,0.9190125910904257,0.921672153793512,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,3,160000,151415,0.94634375,0.99609375,0.0,0.9452283751562538,0.9474429162314671,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,4,160000,147054,0.9190875,0.99609375,0.0,0.9177405590466048,0.9204192319934006,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,5,160000,134475,0.84046875,0.99609375,0.0,0.8386652555022606,0.8422598984015446,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,6,160000,151533,0.94708125,0.99609375,0.0,0.9459730485335341,0.9481732156756305,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,7,160000,156996,0.981225,0.99609375,0.0,0.9805480246615348,0.9818844570466164,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,8,160000,159284,0.995525,0.99609375,0.00035912429254635894,0.9951856802831842,0.9958461662445421,0.00035912429254635894,0.001274526139905747
calibration,hespn,8,bit_a068_d068_off+000,9,160000,151943,0.94964375,0.99609375,0.0,0.9485609423011496,0.9507102273948533,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,10,160000,151202,0.9450125,0.99609375,0.0,0.9438843232532272,0.946124517170104,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,11,160000,149583,0.93489375,0.99609375,0.0,0.9336738524130209,0.9360978598774901,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,12,160000,147520,0.922,0.99609375,0.0,0.9206751974402824,0.923309487104913,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,13,160000,150315,0.93946875,0.99609375,0.0,0.9382891658619995,0.9406323784642772,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,14,160000,153116,0.956975,0.99609375,0.0,0.9559693039556875,0.9579640945262234,0.0,0.0
calibration,hespn,8,bit_a068_d068_off+000,15,160000,152624,0.9539,0.99609375,0.0,0.9528611002066586,0.9549224121973205,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,0,160000,134842,0.8427625,0.99609375,0.0,0.8409694799251631,0.8445430906338695,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,1,160000,127534,0.7970875,0.99609375,0.0,0.7951084137253692,0.799055815491534,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,2,160000,136229,0.85143125,0.99609375,0.0,0.8496790430591747,0.8531707124552016,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,3,160000,153859,0.96161875,0.99609375,0.0,0.9606658774229283,0.9625548484535712,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,4,160000,150210,0.9388125,0.99609375,0.0,0.937627021541531,0.9399820468936226,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,5,160000,137834,0.8614625,0.99609375,0.0,0.8597600869054931,0.8631518039133578,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,6,160000,151539,0.94711875,0.99609375,0.0,0.9460109148579628,0.9482103479689798,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,7,160000,147482,0.9217625,0.99609375,0.0,0.9204358723534484,0.9230738208780145,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,8,160000,135033,0.84395625,0.99609375,0.0,0.8421687339014299,0.8457312932794421,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,9,160000,135940,0.849625,0.99609375,0.0,0.8478641250893886,0.8513731960770384,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,10,160000,157576,0.98485,0.99609375,0.0,0.9842394890655487,0.985442848585665,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,11,160000,159279,0.99549375,0.99609375,0.00016410816643001397,0.9951532967271565,0.995816051722807,0.00016410816643001397,0.0005856648318691949
calibration,hespn,8,bit_a093_d093_off+000,12,160000,155734,0.9733375,0.99609375,0.0,0.9725363949935677,0.9741213905817573,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,13,160000,153873,0.96170625,0.99609375,0.0,0.9607544066076579,0.9626413160089144,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,14,160000,155341,0.97088125,0.99609375,0.0,0.9700456766138479,0.9716997020248395,0.0,0.0
calibration,hespn,8,bit_a093_d093_off+000,15,160000,148813,0.93008125,0.99609375,0.0,0.9288207882407077,0.9313261004873532,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,0,160000,135446,0.8465375,0.99609375,0.0,0.8447620105029985,0.84830042287497,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,1,160000,132491,0.82806875,0.99609375,0.0,0.8262108481973732,0.8299147561651515,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,2,160000,148742,0.9296375,0.99609375,0.0,0.9283733866463084,0.9308860183394404,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,3,160000,152003,0.95001875,0.99609375,0.0,0.948939721685772,0.9510814341680975,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,4,160000,149802,0.9362625,0.99609375,0.0,0.935054476458042,0.9374546856066913,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,5,160000,148581,0.92863125,0.99609375,0.0,0.9273589094875875,0.9298880323576727,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,6,160000,150059,0.93786875,0.99609375,0.0,0.9366748619706459,0.9390467411258189,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,7,160000,143983,0.89989375,0.99609375,0.0,0.8984127045499876,0.9013602871394091,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,8,160000,122281,0.76425625,0.99609375,0.0,0.7621685184932534,0.7663344020620241,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,9,160000,102983,0.64364375,0.99609375,0.0,0.641291363299631,0.6459909307064506,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,10,160000,149205,0.93253125,0.99609375,0.0,0.931291214531358,0.9337555844027989,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,11,160000,153321,0.95825625,0.99609375,0.0,0.957264790260343,0.9592310606719705,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,12,160000,151152,0.9447,0.99609375,0.0,0.943568844903571,0.9458150070261525,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,13,160000,153659,0.96036875,0.99609375,0.0,0.9594013171145073,0.9613194552994987,0.0,0.0
calibration,hespn,8,bit_a118_d118_off+000,14,160000,159071,0.99419375,0.99609375,6.826798376786742e-30,0.9938092437496063,0.9945601788129756,6.826798376786742e-30,2.812758129491533e-29
calibration,hespn,8,bit_a118_d118_off+000,15,160000,149023,0.93139375,0.99609375,0.0,0.9301441743531892,0.9326276662781221,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,0,160000,153446,0.9590375,0.99609375,0.0,0.9580548435898606,0.9600034783226673,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,1,160000,154448,0.9653,0.99609375,0.0,0.9643916265186078,0.9661914619177431,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,2,160000,152571,0.95356875,0.99609375,0.0,0.9525263505243338,0.9545946741365428,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,3,160000,145749,0.91093125,0.99609375,0.0,0.9095249635082574,0.912322625489584,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,4,160000,138288,0.8643,0.99609375,0.0,0.8626122030640319,0.8659745845653404,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,5,160000,149801,0.93625625,0.99609375,0.0,0.935048171884463,0.9374484904096597,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,6,160000,153666,0.9604125,0.99609375,0.0,0.9594455723035817,0.9613626984826213,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,7,160000,149682,0.9355125,0.99609375,0.0,0.9342979509338283,0.9367112386544705,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,8,160000,139414,0.8713375,0.99609375,0.0,0.8696870277688111,0.8729745038692361,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,9,160000,144200,0.90125,0.99609375,0.0,0.8997778256768566,0.9027076165586609,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,10,160000,149174,0.9323375,0.99609375,0.0,0.9310958325244704,0.9335634735128461,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,11,160000,134521,0.84075625,0.99609375,0.0,0.8389540611298234,0.8425460823278446,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,12,160000,122208,0.7638,0.99609375,0.0,0.761710886659894,0.7658795504474065,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,13,160000,150609,0.94130625,0.99609375,0.0,0.9401433788243527,0.9424530979666964,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,14,160000,157092,0.981825,0.99609375,0.0,0.981158525246176,0.9824739328830698,0.0,0.0
calibration,hespn,8,bytepos_ab15_db15_a07_d10_off+00,15,160000,159410,0.9963125,0.99609375,0.16669297883600925,0.9960031971067277,0.9966035977996639,0.16669297883600925,0.39906548549269044
calibration,hespn,8,value_b00_a07_d10,0,160000,159352,0.99595,0.99609375,0.3565675028948345,0.9956265139305183,0.9962553055688683,0.3565675028948345,0.6464679939169805
calibration,hespn,8,value_b00_a07_d10,1,160000,158220,0.988875,0.99609375,7.430089581126e-312,0.9883489834223186,0.9893831875609501,7.92542888653e-312,3.6024676756974e-311
calibration,hespn,8,value_b00_a07_d10,2,160000,155954,0.9747125,0.99609375,0.0,0.9739314480385021,0.9754762851855482,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,3,160000,155577,0.97235625,0.99609375,0.0,0.971541175694861,0.9731541471234791,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,4,160000,156655,0.97909375,0.99609375,0.0,0.97838084812615,0.9797892166849649,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,5,160000,155576,0.97235,0.99609375,0.0,0.9715348375910097,0.9731479854642577,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,6,160000,153695,0.96059375,0.99609375,0.0,0.9596289186039733,0.9615418454377116,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,7,160000,156291,0.97681875,0.99609375,0.0,0.9760695941653752,0.9775505584377582,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,8,160000,157806,0.9862875,0.99609375,0.0,0.9857056447731007,0.986851634411566,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,9,160000,153892,0.961825,0.99609375,0.0,0.9608745554813772,0.962758662710511,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,10,160000,147198,0.9199875,0.99609375,0.0,0.9186473441928398,0.9213124139448913,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,11,160000,152063,0.95039375,0.99609375,0.0,0.9493185177168242,0.9514526242919656,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,12,160000,155860,0.974125,0.99609375,0.0,0.9733353093776973,0.9748974462393074,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,13,160000,151673,0.94795625,0.99609375,0.0,0.9468566364298555,0.9490395955207039,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,14,160000,150115,0.93821875,0.99609375,0.0,0.937027971615358,0.9393936186278731,0.0,0.0
calibration,hespn,8,value_b00_a07_d10,15,160000,156881,0.98050625,0.99609375,0.0,0.9798169272847552,0.9811780825565287,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,0,160000,159363,0.99601875,0.99609375,0.6305127956476326,0.995697902940957,0.9963214120143271,0.6305127956476326,0.8354620894709832
calibration,hespn,8,value_b00_a0F_dF0,1,160000,158268,0.989175,0.99609375,3.682614395510469e-290,0.9886558761952632,0.9896762819170425,3.928122021877833e-290,1.7720851226516542e-289
calibration,hespn,8,value_b00_a0F_dF0,2,160000,155947,0.97466875,0.99609375,0.0,0.9738870510149085,0.9754331838780265,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,3,160000,155504,0.9719,0.99609375,0.0,0.9710785224113846,0.9727043176934173,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,4,160000,156560,0.9785,0.99609375,0.0,0.9777774406214279,0.9792051471840477,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,5,160000,155475,0.97171875,0.99609375,0.0,0.9708947443930083,0.9725256025739246,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,6,160000,153796,0.961225,0.99609375,0.0,0.9602675123944804,0.9621657281478971,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,7,160000,156431,0.97769375,0.99609375,0.0,0.9769583022149066,0.9784118167192043,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,8,160000,157799,0.98624375,0.99609375,0.0,0.9856610000972593,0.986808780881397,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,9,160000,153889,0.96180625,0.99609375,0.0,0.9608555844436691,0.9627401344468914,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,10,160000,147421,0.92138125,0.99609375,0.0,0.9200517000623852,0.9226955071120087,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,11,160000,152269,0.95168125,0.99609375,0.0,0.9506191799431281,0.9527269145076874,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,12,160000,156002,0.9750125,0.99609375,0.0,0.9742359011704084,0.9757718206039525,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,13,160000,151780,0.948625,0.99609375,0.0,0.9475320076272232,0.9497016996587916,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,14,160000,150447,0.94029375,0.99609375,0.0,0.9391216311256401,0.9414498828843476,0.0,0.0
calibration,hespn,8,value_b00_a0F_dF0,15,160000,156923,0.98076875,0.99609375,0.0,0.9800839083109747,0.9814360912691573,0.0,0.0
calibration,hespn,10,bit_a019_d019_off+000,0,160000,158969,0.99355625,0.99609375,4.1093896720541423e-50,0.9931519844046078,0.9939424714194257,4.696445339490449e-50,1.7189603856958505e-49
calibration,hespn,10,bit_a019_d019_off+000,1,160000,159039,0.99399375,0.99609375,8.590450171979967e-36,0.9936029308503973,0.994366502319739,9.163146850111965e-36,3.554669036681366e-35
calibration,hespn,10,bit_a019_d019_off+000,2,160000,159333,0.99583125,0.99609375,0.09231369482499595,0.9955032584580027,0.9961410687706796,0.09231369482499595,0.257619613465105
calibration,hespn,10,bit_a019_d019_off+000,3,160000,158545,0.99090625,0.99609375,7.47091488714025e-177,0.990428987460635,0.991365594514386,1.992243969904067e-176,3.3358503682114605e-176
calibration,hespn,10,bit_a019_d019_off+000,4,160000,158760,0.99225,0.99609375,1.4859507959398918e-104,0.9918081490375895,0.9926738708946237,2.377521273503827e-104,6.425733171631965e-104
calibration,hespn,10,bit_a019_d019_off+000,5,160000,158913,0.99320625,0.99609375,4.5871531906067154e-63,0.9927915590253945,0.9936029144446049,5.64572700382365e-63,1.9314329223607224e-62
calibration,hespn,10,bit_a019_d019_off+000,6,160000,158082,0.9880125,0.99609375,0.0,0.9874671859839335,0.9885400215810309,0.0,0.0
calibration,hespn,10,bit_a019_d019_off+000,7,160000,157675,0.98546875,0.99609375,0.0,0.9848703911320157,0.9860494214688631,0.0,0.0
calibration,hespn,10,bit_a019_d019_off+000,8,160000,158709,0.99193125,0.99609375,2.6276987011763533e-120,0.9914807309784814,0.9923638039689192,4.6714643576468505e-120,1.1440320875869838e-119
calibration,hespn,10,bit_a019_d019_off+000,9,160000,158781,0.99238125,0.99609375,2.2956695143497067e-98,0.9919430212076394,0.9928014924794026,3.339155657235937e-98,9.904911163036937e-98
calibration,hespn,10,bit_a019_d019_off+000,10,160000,158648,0.99155,0.99609375,2.6001791080035367e-140,0.9910893406246106,0.9919927120232332,5.200358216007073e-140,1.139804540494701e-139
calibration,hespn,10,bit_a019_d019_off+000,11,160000,158302,0.9893875,0.99609375,3.8149653255892e-275,0.9888733185044688,0.9898838304401404,1.52598613023568e-274,1.8220729913261848e-274
calibration,hespn,10,bit_a019_d019_off+000,12,160000,158840,0.99275,0.99609375,1.0128493916038507e-81,0.9923221221322923,0.9931598737957545,1.350465855471801e-81,4.302369097078304e-81
calibration,hespn,10,bit_a019_d019_off+000,13,160000,158525,0.99078125,0.99609375,3.432835356972719e-184,0.99030083432976,0.9912437532667732,1.09850731423127e-183,1.539963524623276e-183
calibration,hespn,10,bit_a019_d019_off+000,14,160000,157718,0.9857375,0.99609375,0.0,0.9851445035315739,0.9863127981361225,0.0,0.0
calibration,hespn,10,bit_a019_d019_off+000,15,160000,158550,0.9909375,0.99609375,5.292780965259261e-175,0.9904610292189955,0.9913960513471426,1.209778506344974e-174,2.3578049775632904e-174
calibration,hespn,10,bit_a044_d044_off+000,0,160000,158792,0.99245,0.99609375,3.6574232759337564e-95,0.9920136812809425,0.992868329119456,4.179912315352865e-95,1.574496118787626e-94
calibration,hespn,10,bit_a044_d044_off+000,1,160000,158643,0.99151875,0.99609375,6.181372077138415e-142,0.9910572699506661,0.9919622841364287,7.60784255647805e-142,2.715843109406352e-141
calibration,hespn,10,bit_a044_d044_off+000,2,160000,158625,0.99140625,0.99609375,2.9040860239982473e-148,0.990941828296962,0.9918527309576189,3.87211469866433e-148,1.278863570201063e-147
calibration,hespn,10,bit_a044_d044_off+000,3,160000,157976,0.98735,0.99609375,0.0,0.9867903476850372,0.9878918876050296,0.0,0.0
calibration,hespn,10,bit_a044_d044_off+000,4,160000,158340,0.989625,0.99609375,1.0316698978569184e-258,0.9891164031382247,0.9901157355073464,1.6506718365710693e-258,4.819479814806042e-258
calibration,hespn,10,bit_a044_d044_off+000,5,160000,159302,0.9956375,0.99609375,0.003898949140290057,0.9953022946445422,0.9959545448936401,0.003898949140290057,0.013367825623851625
calibration,hespn,10,bit_a044_d044_off+000,6,160000,157934,0.9870875,0.99609375,0.0,0.9865222746826567,0.9876349715133996,0.0,0.0
calibration,hespn,10,bit_a044_d044_off+000,7,160000,156814,0.9800875,0.99609375,0.0,0.979391094823509,0.9807664313559997,0.0,0.0
calibration,hespn,10,bit_a044_d044_off+000,8,160000,155061,0.96913125,0.99609375,0.0,0.9682720800322839,0.9699733646093465,0.0,0.0
calibration,hespn,10,bit_a044_d044_off+000,9,160000,155189,0.96993125,0.99609375,0.0,0.9690827733544899,0.9707626411425828,0.0,0.0
calibration,hespn,10,bit_a044_d044_off+000,10,160000,158398,0.9899875,0.99609375,2.6312382176412245e-234,0.9894875558049877,0.9904695670063863,3.8272555892963264e-234,1.20860702819884e-233
calibration,hespn,10,bit_a044_d044_off+000,11,160000,157828,0.986425,0.99609375,0.0,0.985845966343986,0.9869863071959015,0.0,0.0
calibration,hespn,10,bit_a044_d044_off+000,12,160000,158136,0.98835,0.99609375,0.0,0.9878121486359389,0.988870044684678,0.0,0.0
calibration,hespn,10,bit_a044_d044_off+000,13,160000,158807,0.99254375,0.99609375,6.482067778906912e-91,0.9921100503218314,0.9929594555792035,6.91420563083404e-91,2.7780290481029624e-90
calibration,hespn,10,bit_a044_d044_off+000,14,160000,157873,0.98670625,0.99609375,0.0,0.9861330345121678,0.9872617274498523,0.0,0.0
calibration,hespn,10,bit_a044_d044_off+000,15,160000,156457,0.97785625,0.99609375,0.0,0.9771233795590654,0.9785717331094774,0.0,0.0
calibration,hespn,10,bit_a068_d068_off+000,0,160000,157324,0.983275,0.99609375,0.0,0.9826346837962187,0.9838977169504262,0.0,0.0
calibration,hespn,10,bit_a068_d068_off+000,1,160000,153362,0.9585125,0.99609375,0.0,0.9575239173310192,0.9594844240850529,0.0,0.0
calibration,hespn,10,bit_a068_d068_off+000,2,160000,156788,0.979925,0.99609375,0.0,0.9792258677525262,0.9806066647573616,0.0,0.0
calibration,hespn,10,bit_a068_d068_off+000,3,160000,158115,0.98821875,0.99609375,0.0,0.9876779833441419,0.988741715526176,0.0,0.0
calibration,hespn,10,bit_a068_d068_off+000,4,160000,158422,0.9901375,0.99609375,1.7661184817988636e-224,0.9896411834075517,0.99061593280869,2.018421122055844e-224,8.092953424949447e-224
calibration,hespn,10,bit_a068_d068_off+000,5,160000,156539,0.97836875,0.99609375,0.0,0.9776440751023986,0.9790760177778002,0.0,0.0
calibration,hespn,10,bit_a068_d068_off+000,6,160000,157949,0.98718125,0.99609375,0.0,0.986618008217937,0.9877267340880189,0.0,0.0
calibration,hespn,10,bit_a068_d068_off+000,7,160000,158895,0.99309375,0.99609375,1.741134810648656e-67,0.9926757664762166,0.9934937125854619,1.8572104646918998e-67,7.36338950758903e-67
calibration,hespn,10,bit_a068_d068_off+000,8,160000,159366,0.9960375,0.99609375,0.7182837924895307,0.995717376662717,0.9963394370440737,0.7182837924895307,0.8800924579322902
calibration,hespn,10,bit_a068_d068_off+000,9,160000,158333,0.98958125,0.99609375,1.098204779347419e-261,0.9890716194691533,0.990073021077931,1.597388769959882e-261,5.142812625236693e-261
calibration,hespn,10,bit_a068_d068_off+000,10,160000,158394,0.9899625,0.99609375,6.287055386495387e-236,0.9894619539346917,0.9904451699733529,7.737914321840477e-236,2.8947593146453578e-235
calibration,hespn,10,bit_a068_d068_off+000,11,160000,158361,0.98975625,0.99609375,8.711680369866588e-250,0.9892507677144741,0.990243865214497,1.1615573826488785e-249,4.0499821574198185e-249
calibration,hespn,10,bit_a068_d068_off+000,12,160000,158227,0.98891875,0.99609375,1.1765360359477855e-308,0.988393732579278,0.989425936532017,2.6892252250235097e-308,5.690048335062338e-308
calibration,hespn,10,bit_a068_d068_off+000,13,160000,158235,0.98896875,0.99609375,5.157685799492317e-305,0.9884448769746542,0.989474789995167,1.0315371598984634e-304,2.488129832920917e-304
calibration,hespn,10,bit_a068_d068_off+000,14,160000,158286,0.9892875,0.99609375,3.5667884822068496e-282,0.9887709864040591,0.9897861668601713,6.340957301701066e-282,1.7120584714592877e-281
calibration,hespn,10,bit_a068_d068_off+000,15,160000,158322,0.9895125,0.99609375,2.097313188776175e-266,0.9890012496484197,0.9900058938827742,3.35570110204188e-266,9.845577805501848e-266
calibration,hespn,10,bit_a093_d093_off+000,0,160000,157691,0.98556875,0.99609375,0.0,0.984972380338912,0.9861474281976909,0.0,0.0
calibration,hespn,10,bit_a093_d093_off+000,1,160000,150465,0.94040625,0.99609375,0.0,0.9392351539448093,0.9415613559304341,0.0,0.0
calibration,hespn,10,bit_a093_d093_off+000,2,160000,149454,0.9340875,0.99609375,0.0,0.9328606799219514,0.935298561943989,0.0,0.0
calibration,hespn,10,bit_a093_d093_off+000,3,160000,158360,0.98975,0.99609375,3.4757639049522835e-250,0.9892443689360428,0.9902377642655629,6.951527809904567e-250,1.6197734702690253e-249
calibration,hespn,10,bit_a093_d093_off+000,4,160000,158697,0.99185625,0.99609375,3.625574922069478e-124,0.9914037170600536,0.9922908213907885,5.8009198753111655e-124,1.582069056903045e-123
calibration,hespn,10,bit_a093_d093_off+000,5,160000,156131,0.97581875,0.99609375,0.0,0.9750542640258281,0.976565926924384,0.0,0.0
